date,customer_id,product,price,quantity,coupon_code,shipping_city
2026-01-14 13:00:00,CUST_1007,Mouse,555.95,5,WELCOME20,Montreal
2026-01-14 14:00:00,CUST_1093,Laptop,527.55,5,NONE,Ottawa
2026-01-14 15:00:00,CUST_1013,Keyboard,657.85,5,WELCOME20,Montreal
2026-01-14 16:00:00,CUST_1004,Monitor,181.06,1,WELCOME20,Montreal
2026-01-14 17:00:00,CUST_1071,Keyboard,146.97,3,FREESHIP,Calgary
2026-01-14 18:00:00,CUST_1018,Mouse,587.31,2,FREESHIP,Ottawa
2026-01-14 19:00:00,CUST_1013,Mouse,61.52,4,SAVE10,Calgary
2026-01-14 20:00:00,CUST_1059,Laptop,832.61,3,NONE,Toronto
2026-01-14 21:00:00,CUST_1100,Mouse,1164.11,3,FREESHIP,Toronto
2026-01-14 22:00:00,CUST_1073,Laptop,930.33,1,FREESHIP,Vancouver
2026-01-14 23:00:00,CUST_1054,Laptop,1029.56,1,SAVE10,Calgary
2026-01-15 00:00:00,CUST_1039,Headphones,1186.36,5,FREESHIP,Vancouver
2026-01-15 01:00:00,CUST_1082,Mouse,710.94,2,SAVE10,Montreal
2026-01-15 02:00:00,CUST_1098,Keyboard,955.27,3,SAVE10,Toronto
2026-01-15 03:00:00,CUST_1030,Monitor,596.76,2,SAVE10,Vancouver
2026-01-15 04:00:00,CUST_1058,Keyboard,417.09,5,NONE,Montreal
2026-01-15 05:00:00,CUST_1030,Keyboard,342.85,3,WELCOME20,Calgary
2026-01-15 06:00:00,CUST_1097,Monitor,998.19,4,NONE,Calgary
2026-01-15 07:00:00,CUST_1086,Mouse,327.27,3,NONE,Calgary
2026-01-15 08:00:00,CUST_1003,Keyboard,626.44,5,SAVE10,Montreal
2026-01-15 09:00:00,CUST_1009,Mouse,838.98,4,SAVE10,Calgary
2026-01-15 10:00:00,CUST_1065,Laptop,518.06,3,NONE,Montreal
2026-01-15 11:00:00,CUST_1096,Monitor,158.44,4,NONE,Toronto
2026-01-15 12:00:00,CUST_1052,Laptop,739.89,4,WELCOME20,Montreal
2026-01-15 13:00:00,CUST_1006,Keyboard,396.08,3,NONE,Montreal
2026-01-15 14:00:00,CUST_1060,Laptop,476.53,5,SAVE10,Montreal
2026-01-15 15:00:00,CUST_1028,Mouse,420.86,4,FREESHIP,Vancouver
2026-01-15 16:00:00,CUST_1094,Laptop,451.03,2,FREESHIP,Vancouver
2026-01-15 17:00:00,CUST_1085,Laptop,569.14,4,SAVE10,Toronto
2026-01-15 18:00:00,CUST_1063,Laptop,1061.25,5,FREESHIP,Montreal
2026-01-15 19:00:00,CUST_1061,Monitor,706.35,1,NONE,Vancouver
2026-01-15 20:00:00,CUST_1076,Monitor,447.34,4,FREESHIP,Ottawa
2026-01-15 21:00:00,CUST_1035,Headphones,319.46,3,FREESHIP,Ottawa
2026-01-15 22:00:00,CUST_1034,Monitor,576.03,4,FREESHIP,Vancouver
2026-01-15 23:00:00,CUST_1085,Monitor,752.69,3,FREESHIP,Montreal
2026-01-16 00:00:00,CUST_1024,Headphones,1157.59,2,FREESHIP,Vancouver
2026-01-16 01:00:00,CUST_1041,Keyboard,567.3,5,WELCOME20,Ottawa
2026-01-16 02:00:00,CUST_1036,Mouse,59.21,4,NONE,Montreal
2026-01-16 03:00:00,CUST_1070,Keyboard,872.73,2,FREESHIP,Vancouver
2026-01-16 04:00:00,CUST_1004,Mouse,181.73,1,WELCOME20,Ottawa
2026-01-16 05:00:00,CUST_1029,Mouse,1190.2,5,WELCOME20,Calgary
2026-01-16 06:00:00,CUST_1053,Keyboard,384.5,3,NONE,Calgary
2026-01-16 07:00:00,CUST_1052,Keyboard,819.21,5,FREESHIP,Toronto
2026-01-16 08:00:00,CUST_1028,Headphones,445.29,2,SAVE10,Toronto
2026-01-16 09:00:00,CUST_1094,Mouse,1017.54,4,NONE,Ottawa
2026-01-16 10:00:00,CUST_1097,Monitor,787.13,4,WELCOME20,Calgary
2026-01-16 11:00:00,CUST_1017,Mouse,945.67,5,SAVE10,Calgary
2026-01-16 12:00:00,CUST_1078,Monitor,661.19,1,NONE,Vancouver
2026-01-16 13:00:00,CUST_1059,Monitor,251.29,3,FREESHIP,Calgary
2026-01-16 14:00:00,CUST_1008,Monitor,392.55,5,FREESHIP,Calgary
2026-01-16 15:00:00,CUST_1065,Monitor,348.87,4,NONE,Ottawa
2026-01-16 16:00:00,CUST_1038,Mouse,425.49,4,NONE,Montreal
2026-01-16 17:00:00,CUST_1057,Laptop,194.93,3,WELCOME20,Vancouver
2026-01-16 18:00:00,CUST_1009,Mouse,585.69,5,SAVE10,Ottawa
2026-01-16 19:00:00,CUST_1064,Headphones,212.77,2,FREESHIP,Calgary
2026-01-16 20:00:00,CUST_1063,Headphones,665.52,3,SAVE10,Toronto
2026-01-16 21:00:00,CUST_1071,Keyboard,487.3,4,SAVE10,Toronto
2026-01-16 22:00:00,CUST_1014,Laptop,1035.49,5,WELCOME20,Calgary
2026-01-16 23:00:00,CUST_1042,Headphones,341.56,2,WELCOME20,Montreal
2026-01-17 00:00:00,CUST_1028,Headphones,898.02,5,SAVE10,Ottawa
2026-01-17 01:00:00,CUST_1061,Mouse,42.18,2,WELCOME20,Toronto
2026-01-17 02:00:00,CUST_1083,Headphones,115.93,2,SAVE10,Montreal
2026-01-17 03:00:00,CUST_1100,Monitor,717.28,2,FREESHIP,Montreal
2026-01-17 04:00:00,CUST_1036,Mouse,178.46,4,WELCOME20,Montreal
2026-01-17 05:00:00,CUST_1014,Keyboard,156.53,1,NONE,Ottawa
2026-01-17 06:00:00,CUST_1077,Monitor,364.07,3,FREESHIP,Toronto
2026-01-17 07:00:00,CUST_1062,Laptop,1119.96,1,WELCOME20,Montreal
2026-01-17 08:00:00,CUST_1079,Monitor,177.24,2,FREESHIP,Ottawa
2026-01-17 09:00:00,CUST_1042,Headphones,954.16,3,NONE,Ottawa
2026-01-17 10:00:00,CUST_1100,Mouse,710.81,3,NONE,Calgary
2026-01-17 11:00:00,CUST_1035,Mouse,249.08,3,WELCOME20,Calgary
2026-01-17 12:00:00,CUST_1027,Laptop,293.92,1,FREESHIP,Montreal
2026-01-17 13:00:00,CUST_1072,Monitor,142.51,2,SAVE10,Toronto
2026-01-17 14:00:00,CUST_1052,Headphones,639.12,5,FREESHIP,Vancouver
2026-01-17 15:00:00,CUST_1024,Monitor,267.12,2,NONE,Toronto
2026-01-17 16:00:00,CUST_1100,Headphones,109.45,2,NONE,Montreal
2026-01-17 17:00:00,CUST_1086,Headphones,396.55,1,SAVE10,Toronto
2026-01-17 18:00:00,CUST_1008,Laptop,1073.13,1,WELCOME20,Montreal
2026-01-17 19:00:00,CUST_1085,Headphones,864.9,5,FREESHIP,Montreal
2026-01-17 20:00:00,CUST_1073,Laptop,765.98,2,FREESHIP,Vancouver
2026-01-17 21:00:00,CUST_1020,Headphones,930.95,4,NONE,Calgary
2026-01-17 22:00:00,CUST_1037,Keyboard,630.37,5,FREESHIP,Ottawa
2026-01-17 23:00:00,CUST_1091,Keyboard,478.28,1,FREESHIP,Ottawa
2026-01-18 00:00:00,CUST_1052,Mouse,912.32,5,WELCOME20,Vancouver
2026-01-18 01:00:00,CUST_1026,Keyboard,653.38,3,WELCOME20,Montreal
2026-01-18 02:00:00,CUST_1001,Keyboard,811.46,1,WELCOME20,Ottawa
2026-01-18 03:00:00,CUST_1095,Laptop,142.41,3,WELCOME20,Vancouver
2026-01-18 04:00:00,CUST_1082,Laptop,731.28,3,FREESHIP,Ottawa
2026-01-18 05:00:00,CUST_1062,Mouse,728.92,5,FREESHIP,Vancouver
2026-01-18 06:00:00,CUST_1072,Keyboard,520.72,2,SAVE10,Toronto
2026-01-18 07:00:00,CUST_1016,Headphones,604.92,4,NONE,Toronto
2026-01-18 08:00:00,CUST_1058,Headphones,680.98,3,FREESHIP,Vancouver
2026-01-18 09:00:00,CUST_1073,Keyboard,430.93,4,WELCOME20,Toronto
2026-01-18 10:00:00,CUST_1007,Laptop,146.6,4,NONE,Ottawa
2026-01-18 11:00:00,CUST_1079,Headphones,753.39,4,NONE,Calgary
2026-01-18 12:00:00,CUST_1027,Mouse,707.34,4,SAVE10,Vancouver
2026-01-18 13:00:00,CUST_1009,Mouse,730.0,2,SAVE10,Vancouver
2026-01-18 14:00:00,CUST_1039,Keyboard,989.87,2,FREESHIP,Ottawa
2026-01-18 15:00:00,CUST_1099,Keyboard,378.31,5,SAVE10,Ottawa
2026-01-18 16:00:00,CUST_1014,Mouse,1053.07,5,NONE,Montreal
2026-01-18 17:00:00,CUST_1056,Mouse,117.45,4,SAVE10,Montreal
2026-01-18 18:00:00,CUST_1062,Laptop,301.01,4,WELCOME20,Montreal
2026-01-18 19:00:00,CUST_1010,Keyboard,757.28,4,FREESHIP,Toronto
2026-01-18 20:00:00,CUST_1018,Mouse,377.9,1,NONE,Ottawa
2026-01-18 21:00:00,CUST_1038,Headphones,1144.56,2,FREESHIP,Ottawa
2026-01-18 22:00:00,CUST_1051,Monitor,1040.53,3,WELCOME20,Toronto
2026-01-18 23:00:00,CUST_1013,Mouse,779.93,1,NONE,Toronto
2026-01-19 00:00:00,CUST_1058,Mouse,1097.73,5,NONE,Calgary
2026-01-19 01:00:00,CUST_1026,Mouse,253.91,3,SAVE10,Ottawa
2026-01-19 02:00:00,CUST_1091,Keyboard,962.21,4,WELCOME20,Calgary
2026-01-19 03:00:00,CUST_1062,Laptop,1029.23,3,FREESHIP,Calgary
2026-01-19 04:00:00,CUST_1036,Headphones,61.12,4,WELCOME20,Toronto
2026-01-19 05:00:00,CUST_1047,Keyboard,898.33,1,WELCOME20,Montreal
2026-01-19 06:00:00,CUST_1043,Keyboard,221.02,2,WELCOME20,Ottawa
2026-01-19 07:00:00,CUST_1042,Keyboard,680.88,5,NONE,Montreal
2026-01-19 08:00:00,CUST_1067,Keyboard,1033.5,1,FREESHIP,Vancouver
2026-01-19 09:00:00,CUST_1080,Headphones,641.33,5,FREESHIP,Ottawa
2026-01-19 10:00:00,CUST_1067,Headphones,1046.38,2,FREESHIP,Vancouver
2026-01-19 11:00:00,CUST_1042,Laptop,229.24,2,FREESHIP,Vancouver
2026-01-19 12:00:00,CUST_1025,Laptop,1112.62,3,FREESHIP,Toronto
2026-01-19 13:00:00,CUST_1086,Mouse,322.91,2,NONE,Toronto
2026-01-19 14:00:00,CUST_1004,Laptop,258.99,5,SAVE10,Ottawa
2026-01-19 15:00:00,CUST_1083,Laptop,769.72,1,WELCOME20,Vancouver
2026-01-19 16:00:00,CUST_1055,Mouse,688.97,2,WELCOME20,Toronto
2026-01-19 17:00:00,CUST_1030,Mouse,975.68,3,WELCOME20,Calgary
2026-01-19 18:00:00,CUST_1097,Mouse,1027.35,2,NONE,Calgary
2026-01-19 19:00:00,CUST_1025,Monitor,847.24,4,NONE,Montreal
2026-01-19 20:00:00,CUST_1038,Monitor,205.09,4,WELCOME20,Montreal
2026-01-19 21:00:00,CUST_1077,Keyboard,1135.1,3,WELCOME20,Montreal
2026-01-19 22:00:00,CUST_1007,Monitor,694.75,3,WELCOME20,Toronto
2026-01-19 23:00:00,CUST_1069,Monitor,819.0,2,NONE,Calgary
2026-01-20 00:00:00,CUST_1033,Laptop,192.65,2,NONE,Montreal
2026-01-20 01:00:00,CUST_1025,Laptop,73.59,5,SAVE10,Ottawa
2026-01-20 02:00:00,CUST_1038,Mouse,979.18,2,NONE,Vancouver
2026-01-20 03:00:00,CUST_1003,Headphones,1093.52,4,SAVE10,Montreal
2026-01-20 04:00:00,CUST_1097,Headphones,798.93,4,FREESHIP,Calgary
2026-01-20 05:00:00,CUST_1021,Keyboard,539.04,4,WELCOME20,Montreal
2026-01-20 06:00:00,CUST_1099,Mouse,655.04,1,FREESHIP,Montreal
2026-01-20 07:00:00,CUST_1043,Laptop,437.61,4,WELCOME20,Toronto
2026-01-20 08:00:00,CUST_1071,Mouse,147.93,4,NONE,Calgary
2026-01-20 09:00:00,CUST_1037,Mouse,348.71,2,NONE,Vancouver
2026-01-20 10:00:00,CUST_1026,Headphones,825.14,5,WELCOME20,Toronto
2026-01-20 11:00:00,CUST_1089,Laptop,666.34,2,WELCOME20,Vancouver
2026-01-20 12:00:00,CUST_1031,Keyboard,975.74,5,WELCOME20,Ottawa
2026-01-20 13:00:00,CUST_1091,Keyboard,102.31,2,WELCOME20,Montreal
2026-01-20 14:00:00,CUST_1030,Mouse,364.94,2,WELCOME20,Ottawa
2026-01-20 15:00:00,CUST_1048,Headphones,568.93,4,WELCOME20,Calgary
2026-01-20 16:00:00,CUST_1013,Headphones,818.76,2,WELCOME20,Montreal
2026-01-20 17:00:00,CUST_1000,Monitor,271.6,4,NONE,Ottawa
2026-01-20 18:00:00,CUST_1049,Monitor,714.82,5,NONE,Calgary
2026-01-20 19:00:00,CUST_1042,Laptop,754.86,3,NONE,Calgary
2026-01-20 20:00:00,CUST_1097,Monitor,1089.46,2,FREESHIP,Montreal
2026-01-20 21:00:00,CUST_1081,Keyboard,758.92,4,WELCOME20,Ottawa
2026-01-20 22:00:00,CUST_1043,Monitor,771.98,4,NONE,Calgary
2026-01-20 23:00:00,CUST_1042,Laptop,357.11,4,FREESHIP,Calgary
2026-01-21 00:00:00,CUST_1070,Mouse,405.02,2,FREESHIP,Vancouver
2026-01-21 01:00:00,CUST_1030,Keyboard,1138.05,5,SAVE10,Ottawa
2026-01-21 02:00:00,CUST_1100,Mouse,765.3,4,WELCOME20,Montreal
2026-01-21 03:00:00,CUST_1099,Keyboard,1194.94,1,SAVE10,Montreal
2026-01-21 04:00:00,CUST_1078,Monitor,582.41,2,WELCOME20,Calgary
2026-01-21 05:00:00,CUST_1084,Monitor,965.52,2,FREESHIP,Ottawa
2026-01-21 06:00:00,CUST_1061,Laptop,877.4,1,WELCOME20,Montreal
2026-01-21 07:00:00,CUST_1070,Keyboard,1181.32,4,WELCOME20,Vancouver
2026-01-21 08:00:00,CUST_1027,Keyboard,306.89,4,SAVE10,Montreal
2026-01-21 09:00:00,CUST_1028,Headphones,230.13,5,WELCOME20,Toronto
2026-01-21 10:00:00,CUST_1021,Headphones,214.18,5,FREESHIP,Toronto
2026-01-21 11:00:00,CUST_1061,Laptop,582.77,4,SAVE10,Calgary
2026-01-21 12:00:00,CUST_1100,Keyboard,331.45,2,NONE,Toronto
2026-01-21 13:00:00,CUST_1040,Keyboard,877.88,1,WELCOME20,Ottawa
2026-01-21 14:00:00,CUST_1099,Monitor,723.16,2,WELCOME20,Ottawa
2026-01-21 15:00:00,CUST_1066,Mouse,1057.82,1,NONE,Vancouver
2026-01-21 16:00:00,CUST_1057,Mouse,532.03,3,FREESHIP,Ottawa
2026-01-21 17:00:00,CUST_1058,Mouse,1038.28,1,NONE,Toronto
2026-01-21 18:00:00,CUST_1005,Laptop,709.49,4,NONE,Toronto
2026-01-21 19:00:00,CUST_1055,Monitor,555.22,2,FREESHIP,Vancouver
